Order_ID,Order_Date,Order_Time,Order_Month,Order_DayOfWeek,Order_Status,Customer_ID,Customer_Name,Customer_Phone,Customer_Type,Delivery_Country,Delivery_City,Delivery_Area,Delivery_Address,Delivery_Latitude,Delivery_Longitude,Restaurant_ID,Restaurant_Brand,Restaurant_Category,Restaurant_Cuisine,Restaurant_Founded,Restaurant_Country,Restaurant_City,Restaurant_Area,Restaurant_Address,Restaurant_Latitude,Restaurant_Longitude,Restaurant_Rating,Restaurant_OnFoodpanda_Since,Restaurant_IsChain,Product_Name,Product_Category,Quantity,Unit_Price_USD,Unit_Cost_USD,Order_Subtotal_USD,Delivery_Fee_USD,Discount_USD,Promo_Code,Net_Order_Value_USD,Food_Cost_USD,Restaurant_Commission_USD,Packaging_Cost_USD,Rider_Salary_Cost_USD,Marketing_Cost_USD,Platform_Fee_USD,Gross_Revenue_USD,Total_Cost_USD,Gross_Profit_USD,Foodpanda_Net_Rev_USD,Profit_Margin_Pct,Payment_Method,Payment_Status,Rider_ID,Rider_Name,Delivery_Time_Min,On_Time,Rider_Rating,Customer_Rating,Panda_Pro_Member,App_Platform,Is_Late_Night_Order,Is_Weekend
FP-000173,2024-09-29,06:48,Sep-2024,Sunday,Late Delivered,CUST-00299,Tariq Sharma,+89926178355,Returning,Thailand,Chiang Mai,Old City,"295 Block 5, Old City",18.813532,98.940913,REST-0064,Pad Thai Street,Fast Food,Thai,2010,Thailand,Chiang Mai,Old City,139 Main St,18.766789,98.994311,4.5,2019,No,Satay Chicken,Thai,3,8.79,2.52,26.37,2.47,0.0,,28.84,7.56,3.31,0.58,1.35,1.48,0.83,28.84,10.97,17.87,3.2,61.96,Cash on Delivery,Paid,RIDER-0192,Lena Rahman,30,Yes,3.4,4.9,Yes,iOS,No,Yes
FP-003512,2024-09-29,07:12,Sep-2024,Sunday,Delivered,CUST-00100,Reza Patel,+87206492059,Loyal,Thailand,Bangkok,Chatuchak,"179 Avenue 12, Chatuchak",13.789989,100.51792,REST-0052,Nando's,Casual Dining,Chicken,1987,Thailand,Bangkok,Chatuchak,110 Commerce Blvd,13.761411,100.489732,3.2,2017,Yes,Garlic Bread,Chicken,1,4.04,1.27,4.04,3.43,0.92,DINNER25,6.55,1.27,0.61,0.31,1.19,0.21,0.16,7.47,2.98,3.57,2.49,47.79,Debit Card,Paid,RIDER-0074,Min Wang,75,No,3.8,3.9,No,iOS,No,Yes
FP-003347,2024-09-29,22:55,Sep-2024,Sunday,Delivered,CUST-00619,Carlos Santos,+62408840720,Loyal,Taiwan,Taipei,Zhongzheng,"171 Street 18, Zhongzheng",24.994388,121.54345,REST-0125,Domino's,Fast Food,Italian,1960,Taiwan,Taipei,Xinyi,71 Food Ave,25.032666,121.545394,4.0,2017,Yes,Penne Arrabbiata,Italian,1,11.85,3.45,11.85,2.02,2.16,PANDA20,11.71,3.45,2.24,0.32,2.02,0.52,0.42,13.87,6.31,5.4,1.82,38.93,Credit Card,Paid,RIDER-0091,Emma Sharma,20,Yes,3.8,3.3,Yes,iOS,Yes,Yes
FP-000348,2024-09-29,23:17,Sep-2024,Sunday,Delivered,CUST-00046,Zara Cruz,+75489431174,New,Hong Kong,Hong Kong,Causeway Bay,"137 Block 9, Causeway Bay",22.298157,114.167917,REST-0141,Din Tai Fung,Fine Dining,Chinese,1958,Hong Kong,Hong Kong,Central,128 Market Rd,22.350881,114.181138,3.8,2016,Yes,Beef in Black Bean Sauce,Chinese,1,24.48,7.17,24.48,1.39,0.0,,25.87,7.17,3.86,0.33,2.81,1.19,0.58,25.87,11.5,14.37,1.5,55.55,Cash on Delivery,Paid,RIDER-0072,John Costa,63,No,4.9,2.6,No,iOS,Yes,Yes
FP-002789,2024-09-29,17:25,Sep-2024,Sunday,Late Delivered,CUST-00444,Maria Khan,+71952225000,Loyal,Myanmar,Yangon,Kamaryut,"173 Avenue 13, Kamaryut",16.912266,96.227593,REST-0163,Hardee's,Fast Food,American,1960,Myanmar,Yangon,Bahan,28 Park Lane,16.876659,96.198268,4.5,2022,Yes,Chicken McNuggets 10pc,American,2,4.96,1.3,9.92,0.46,0.0,PANDAPRO,10.38,2.6,1.88,0.22,1.27,0.34,0.29,10.38,4.43,5.95,0.8,57.32,Debit Card,Paid,RIDER-0178,Emily Khan,66,No,2.7,2.8,Yes,Web,No,Yes
FP-002307,2024-09-29,17:39,Sep-2024,Sunday,Late Delivered,CUST-00480,Siti Wang,+79759737342,Returning,Pakistan,Karachi,Clifton,"254 Block 12, Clifton",24.863154,66.987502,REST-0007,Momo Magic,Fast Food,Nepalese,2017,Pakistan,Karachi,Clifton,85 Market Rd,24.882001,66.989519,3.8,2022,No,Gundruk Soup,Nepalese,2,6.33,2.09,12.66,2.85,0.0,LUNCHSPECIAL,15.51,4.18,1.8,0.48,0.93,0.83,0.3,15.51,6.42,9.09,2.71,58.61,Bank Transfer,Paid,RIDER-0024,Priya Sharma,25,Yes,2.9,2.3,No,iOS,No,Yes
FP-002623,2024-09-29,00:19,Sep-2024,Sunday,Delivered,CUST-00230,Lena Wong,+65760360225,Returning,Malaysia,Kuala Lumpur,Mont Kiara,"282 Lane 14, Mont Kiara",3.101515,101.707442,REST-0081,Popeyes,Fast Food,American,1972,Malaysia,Kuala Lumpur,Bukit Bintang,178 Market Rd,3.134357,101.662059,4.0,2017,Yes,Double Cheeseburger,American,2,10.23,3.02,20.46,1.34,1.7,WEEKEND10,20.1,6.04,3.57,0.46,2.14,0.69,0.68,21.8,9.33,10.77,2.3,49.4,Digital Wallet,Paid,RIDER-0099,Anusha Hassan,39,Yes,4.2,2.9,No,Web,Yes,Yes
FP-002305,2024-09-30,04:37,Sep-2024,Monday,Delivered,CUST-00522,John Khan,+70635008544,Returning,Pakistan,Islamabad,F-7,"174 Lane 17, F-7",33.749517,73.04183,REST-0021,Ichiban Boshi,Casual Dining,Japanese,1993,Pakistan,Islamabad,F-7,77 Market Rd,33.752069,73.12209,4.2,2020,Yes,Gyudon Beef Bowl,Japanese,1,9.56,2.92,9.56,1.05,0.0,,10.61,2.92,1.76,0.49,1.45,0.53,0.25,10.61,5.39,5.22,0.59,49.2,Digital Wallet,Paid,RIDER-0194,Wei Yamamoto,31,Yes,3.8,3.1,Yes,Web,No,No
FP-001225,2024-09-30,14:39,Sep-2024,Monday,Delivered,CUST-00457,Hassan Kim,+90664461415,Loyal,Pakistan,Islamabad,F-7,"242 Block 16, F-7",33.700101,73.044384,REST-0023,Wok & Roll,Fast Food,Chinese,2009,Pakistan,Islamabad,F-7,129 Food Ave,33.74905,73.108931,3.3,2019,No,Sweet & Sour Pork,Chinese,3,11.02,3.62,33.06,1.63,4.02,SAVE15,30.67,10.86,5.34,0.45,0.83,1.38,0.77,34.69,13.52,17.15,5.08,49.44,Debit Card,Paid,RIDER-0021,Maria Costa,60,No,3.3,2.5,No,iOS,No,No
FP-003269,2024-09-30,05:14,Sep-2024,Monday,Refunded,CUST-00008,Ahmed Silva,+81963538119,Returning,Bangladesh,Chittagong,GEC,"27 Block 20, GEC",22.323603,91.832419,REST-0043,La Mexicana,Casual Dining,Mexican,2013,Bangladesh,Chittagong,Nasirabad,164 Main St,22.360163,91.86123,3.4,2017,No,Churros,Mexican,3,5.4,1.75,16.2,3.09,0.0,,19.29,5.25,2.97,0.52,1.87,0.85,0.59,19.29,8.49,10.8,3.41,55.99,Bank Transfer,Refunded,RIDER-0030,Sara Malik,38,Yes,4.6,4.1,Yes,iOS,No,No
FP-003045,2024-09-30,20:35,Sep-2024,Monday,Delivered,CUST-00419,Maria Tan,+88498320110,Loyal,Singapore,Singapore,Orchard,"132 Block 12, Orchard",1.335643,103.868162,REST-0075,Dragon Palace,Fine Dining,Chinese,2001,Singapore,Singapore,Bugis,141 Park Lane,1.266854,103.882834,3.4,2022,No,Spring Rolls 4pc,Chinese,1,11.9,3.64,11.9,3.96,0.0,FLASHDEAL,15.86,3.64,1.92,0.96,3.58,0.53,0.25,15.86,8.71,7.15,1.06,45.08,Digital Wallet,Paid,RIDER-0080,Carlos Ahmed,75,No,3.2,2.5,Yes,Android,No,No
FP-002228,2024-09-30,00:32,Sep-2024,Monday,Delivered,CUST-00049,Lena Wang,+82165015165,New,Singapore,Singapore,Bugis,"88 Block 5, Bugis",1.261403,103.806973,REST-0077,Pho Saigon,Casual Dining,Vietnamese,2009,Singapore,Singapore,Marina,113 Commerce Blvd,1.285958,103.812424,3.2,2019,No,Beef Pho,Vietnamese,2,17.77,5.49,35.54,4.81,8.82,NEWUSER30,31.53,10.98,4.95,0.62,3.76,1.63,0.95,40.35,16.99,14.54,4.7,36.03,Cash on Delivery,Paid,RIDER-0188,Siti Wang,48,No,4.7,2.5,No,Android,Yes,No
FP-003320,2024-10-01,14:25,Oct-2024,Tuesday,Late Delivered,CUST-00328,Hassan Park,+68914799481,Returning,Taiwan,Taipei,Zhongzheng,"202 Avenue 20, Zhongzheng",25.008391,121.510529,REST-0121,Starbucks,Cafe,Coffee,1971,Taiwan,Taipei,Xinyi,150 Park Lane,25.058629,121.603757,3.6,2022,Yes,Bagel & Cream Cheese,Coffee,2,5.86,2.0,11.72,3.33,0.0,LUNCHSPECIAL,15.05,4.0,1.85,0.27,2.14,0.62,0.29,15.05,7.03,8.02,2.44,53.29,Credit Card,Paid,RIDER-0069,Omar Patel,56,No,3.2,4.9,No,Android,No,No
FP-003285,2024-10-01,14:12,Oct-2024,Tuesday,Late Delivered,CUST-00469,Thanh Liu,+92159499094,Loyal,Philippines,Manila,BGC,"70 Block 18, BGC",14.535745,120.976396,REST-0101,Shawarma Zone,Fast Food,Middle Eastern,2011,Philippines,Manila,Quezon City,30 Market Rd,14.51029,121.007391,4.5,2016,No,Mixed Grill Platter,Middle Eastern,2,14.65,4.49,29.3,1.36,0.0,,30.66,8.98,4.21,0.17,1.85,1.23,0.83,30.66,12.23,18.43,3.15,60.11,Credit Card,Paid,RIDER-0060,Nina Wong,69,No,4.6,2.2,No,Android,No,No
FP-003186,2024-10-01,02:58,Oct-2024,Tuesday,Delivered,CUST-00158,Juan Yamamoto,+65392168202,Loyal,Hong Kong,Hong Kong,Central,"274 Block 12, Central",22.288685,114.160838,REST-0143,Tim Hortons,Cafe,Coffee,1964,Hong Kong,Hong Kong,Tsim Sha Tsui,3 Food Ave,22.33391,114.208665,3.6,2021,Yes,Blueberry Muffin,Coffee,4,8.58,2.84,34.32,5.11,0.0,FLASHDEAL,39.43,11.36,5.92,0.56,3.99,1.08,0.82,39.43,16.99,22.44,6.22,56.91,Credit Card,Paid,RIDER-0130,Zara Silva,53,No,2.5,3.9,No,Android,Yes,No
FP-003544,2024-10-01,05:23,Oct-2024,Tuesday,Late Delivered,CUST-00648,Sofia Nguyen,+86999371401,Returning,Taiwan,Taipei,Xinyi,"12 Lane 17, Xinyi",25.02117,121.552551,REST-0127,The Tandoor,Casual Dining,Indian,2003,Taiwan,Taipei,Da'an,36 Commerce Blvd,25.037903,121.518772,3.5,2022,No,Dal Makhani,Indian,5,11.68,3.2,58.4,0.77,0.0,FLASHDEAL,59.17,16.0,7.28,0.58,1.76,2.84,2.26,59.17,21.18,37.99,5.13,64.2,Credit Card,Paid,RIDER-0077,Maria Wong,51,No,3.1,4.0,No,Android,No,No
FP-001780,2024-10-01,04:38,Oct-2024,Tuesday,Late Delivered,CUST-00411,Maria Khan,+69752376434,Loyal,Taiwan,Taipei,Xinyi,"231 Street 1, Xinyi",24.995684,121.546745,REST-0128,Hardee's,Fast Food,American,1960,Taiwan,Taipei,Zhongzheng,5 Commerce Blvd,25.042581,121.573075,4.5,2018,Yes,Vanilla Milkshake,American,1,6.35,1.95,6.35,3.86,0.0,PANDAPRO,10.21,1.95,1.06,0.22,1.19,0.35,0.23,10.21,3.71,6.5,3.39,63.66,Credit Card,Paid,RIDER-0021,Maria Costa,52,No,2.6,3.0,No,Android,No,No
FP-003406,2024-10-01,02:20,Oct-2024,Tuesday,Delivered,CUST-00453,Raj Rahman,+95239340792,Loyal,Singapore,Singapore,Orchard,"168 Lane 11, Orchard",1.288547,103.8548,REST-0077,Pho Saigon,Casual Dining,Vietnamese,2009,Singapore,Singapore,Marina,113 Commerce Blvd,1.285958,103.812424,3.2,2019,No,Vietnamese Iced Coffee,Vietnamese,1,7.25,2.16,7.25,2.83,0.0,,10.08,2.16,1.44,0.35,3.47,0.37,0.16,10.08,6.35,3.73,0.24,37.0,Credit Card,Paid,RIDER-0132,Maria Suzuki,32,Yes,4.0,3.1,No,Web,Yes,No
FP-003422,2024-10-01,03:53,Oct-2024,Tuesday,Cancelled,CUST-00206,Raj Hassan,+92308202515,Returning,Bangladesh,Chittagong,GEC,"47 Avenue 16, GEC",22.327324,91.786034,REST-0042,Peri Peri,Casual Dining,Chicken,2012,Bangladesh,Chittagong,GEC,140 Main St,22.38235,91.866963,4.5,2018,No,Corn on the Cob,Chicken,3,2.76,0.91,8.28,1.61,0.69,WEEKEND10,9.2,2.73,1.36,0.31,1.57,0.33,0.25,9.89,4.94,4.26,1.01,43.07,Cash on Delivery,Refunded,RIDER-0167,Carlos Khan,0,N/A,2.7,,No,Android,No,No
FP-001721,2024-10-01,19:27,Oct-2024,Tuesday,Refunded,CUST-00639,David Malik,+90612656440,Loyal,Taiwan,Taichung,Xitun,"84 Block 18, Xitun",24.180444,120.652604,REST-0134,Jollibee,Fast Food,Filipino,1978,Taiwan,Taichung,Beitun,139 Food Ave,24.11421,120.714837,3.5,2016,Yes,Chicken Joy,Filipino,2,9.21,2.24,18.42,2.89,3.43,PANDA20,17.88,4.48,3.0,0.21,1.25,0.83,0.41,21.31,6.77,11.11,4.01,52.14,Credit Card,Refunded,RIDER-0005,Thanh Rahman,69,No,3.5,2.6,No,Android,No,No
FP-000040,2024-10-01,10:13,Oct-2024,Tuesday,Delivered,CUST-00461,Raj Yamamoto,+68440405868,Returning,Philippines,Cebu,IT Park,"260 Avenue 6, IT Park",10.315408,123.927592,REST-0118,Domino's,Fast Food,Italian,1960,Philippines,Cebu,IT Park,56 Food Ave,10.300421,123.92047,3.5,2021,Yes,Caesar Salad,Italian,2,7.49,2.19,14.98,1.98,3.26,DINNER25,13.7,4.38,2.89,0.23,1.77,1.0,0.47,16.96,7.38,6.32,2.34,37.26,Cash on Delivery,Paid,RIDER-0139,Sara Sharma,41,No,4.7,3.9,No,Android,No,No
FP-003417,2024-10-01,20:15,Oct-2024,Tuesday,Delivered,CUST-00168,Reza Kim,+93816328133,Returning,Taiwan,Taipei,Zhongzheng,"117 Avenue 20, Zhongzheng",25.006161,121.598222,REST-0130,TGI Fridays,Casual Dining,American,1965,Taiwan,Taipei,Xinyi,8 Food Ave,25.007982,121.541888,3.3,2019,Yes,Onion Rings,American,1,5.65,1.8,5.65,1.21,0.84,SAVE15,6.02,1.8,0.92,0.51,2.77,0.38,0.19,6.86,5.46,0.56,-1.34,8.16,Credit Card,Paid,RIDER-0082,Priya Chaudhry,51,No,2.8,4.4,Yes,iOS,No,No
FP-002701,2024-10-02,14:18,Oct-2024,Wednesday,Delivered,CUST-00512,Lena Lee,+80359564054,Loyal,Thailand,Chiang Mai,Old City,"51 Avenue 15, Old City",18.816481,98.950987,REST-0062,Tim Hortons,Cafe,Coffee,1964,Thailand,Chiang Mai,Nimman,138 Food Ave,18.762053,98.94327,3.5,2019,Yes,Espresso,Coffee,2,4.99,1.48,9.98,1.47,1.32,SAVE15,10.13,2.96,1.4,0.56,1.85,0.57,0.34,11.45,5.94,4.19,0.23,36.59,Credit Card,Paid,RIDER-0079,Thanh Nguyen,43,No,3.5,4.2,Yes,Android,No,No
FP-003405,2024-10-02,18:17,Oct-2024,Wednesday,Late Delivered,CUST-00709,Wei Silva,+95642762599,Returning,Pakistan,Karachi,Gulshan,"122 Street 13, Gulshan",24.858495,67.022016,REST-0001,Hardee's,Fast Food,American,1960,Pakistan,Karachi,Clifton,55 Market Rd,24.896947,66.993296,4.8,2016,Yes,Loaded Fries,American,1,5.42,1.57,5.42,2.0,0.0,,7.42,1.57,0.86,0.18,1.66,0.36,0.16,7.42,3.77,3.65,0.82,49.19,Credit Card,Paid,RIDER-0117,Omar Chaudhry,36,Yes,3.6,3.3,No,Android,No,No
FP-000190,2024-10-02,01:24,Oct-2024,Wednesday,Delivered,CUST-00216,Nina Kim,+97582008349,Loyal,Singapore,Singapore,Marina,"167 Block 18, Marina",1.303268,103.897222,REST-0075,Dragon Palace,Fine Dining,Chinese,2001,Singapore,Singapore,Bugis,141 Park Lane,1.266854,103.882834,3.4,2022,No,Wonton Soup,Chinese,1,13.08,3.67,13.08,2.19,2.43,PANDA20,12.84,3.67,2.8,0.47,1.78,0.85,0.28,15.27,6.77,6.07,2.17,39.75,Bank Transfer,Paid,RIDER-0167,Carlos Khan,40,Yes,3.2,2.4,Yes,Web,Yes,No
FP-002134,2024-10-02,03:27,Oct-2024,Wednesday,Cancelled,CUST-00047,Ji Chaudhry,+66836243579,New,Myanmar,Yangon,Kamaryut,"250 Block 18, Kamaryut",16.880492,96.150235,REST-0161,Subway,Fast Food,American,1965,Myanmar,Yangon,Sanchaung,134 Commerce Blvd,16.859735,96.172613,4.8,2016,Yes,Onion Rings,American,2,3.44,0.99,6.88,1.03,0.0,,7.91,1.98,1.46,0.25,0.91,0.34,0.18,7.91,3.48,4.43,1.17,56.01,FoodPanda Credits,Refunded,RIDER-0160,Emma Singh,0,N/A,4.5,,No,iOS,No,No
FP-000259,2024-10-02,07:07,Oct-2024,Wednesday,Delivered,CUST-00117,Ahmed Hassan,+68697398528,New,Bangladesh,Dhaka,Banani,"72 Avenue 13, Banani",23.822616,90.412459,REST-0038,Peri Peri,Casual Dining,Chicken,2012,Bangladesh,Dhaka,Gulshan,84 Commerce Blvd,23.809101,90.417588,3.7,2022,No,Garlic Bread,Chicken,5,4.11,1.37,20.55,0.74,2.73,SAVE15,18.56,6.85,2.63,0.2,0.82,1.04,0.46,21.29,8.91,9.65,1.77,45.33,Debit Card,Paid,RIDER-0127,Ali Kim,28,Yes,2.5,2.4,No,Web,No,No
FP-000995,2024-10-02,19:42,Oct-2024,Wednesday,Cancelled,CUST-00080,Ahmed Suzuki,+97217095851,Loyal,Philippines,Cebu,Lahug,"137 Lane 15, Lahug",10.282691,123.858152,REST-0117,La Mexicana,Casual Dining,Mexican,2013,Philippines,Cebu,Lahug,31 Main St,10.290764,123.880831,3.5,2021,No,Quesadilla,Mexican,2,6.82,2.04,13.64,2.38,0.0,,16.02,4.08,2.02,0.21,1.41,0.41,0.28,16.02,6.11,9.91,2.65,61.86,Cash on Delivery,Refunded,RIDER-0094,Omar Yamamoto,0,N/A,4.8,,Yes,iOS,No,No
FP-002662,2024-10-02,11:26,Oct-2024,Wednesday,Refunded,CUST-00664,Raj Tan,+76871588919,Loyal,Taiwan,Taichung,Beitun,"10 Street 15, Beitun",24.177347,120.699624,REST-0138,Momo Magic,Fast Food,Nepalese,2017,Taiwan,Taichung,Xitun,96 Commerce Blvd,24.152629,120.656489,4.2,2018,No,Chicken Momo 8pc,Nepalese,1,8.92,2.86,8.92,0.72,0.0,,9.64,2.86,1.46,0.58,2.08,0.39,0.26,9.64,5.91,3.73,-0.61,38.69,Debit Card,Refunded,RIDER-0144,Hassan Khan,21,Yes,3.0,4.3,No,Android,No,No
FP-002395,2024-10-02,13:35,Oct-2024,Wednesday,Delivered,CUST-00555,Anusha Suzuki,+85636954564,Returning,Pakistan,Karachi,Gulshan,"44 Street 17, Gulshan",24.909918,67.02096,REST-0004,Pad Thai Street,Fast Food,Thai,2010,Pakistan,Karachi,DHA,120 Main St,24.840842,66.995964,4.6,2021,No,Som Tum Salad,Thai,2,7.86,2.6,15.72,2.6,0.0,,18.32,5.2,2.12,0.21,0.94,0.92,0.49,18.32,7.27,11.05,3.14,60.32,Debit Card,Paid,RIDER-0130,Zara Silva,67,No,4.0,4.0,No,Android,No,No
FP-001527,2024-10-02,03:25,Oct-2024,Wednesday,Late Delivered,CUST-00525,Lena Tan,+91124885365,Returning,Cambodia,Phnom Penh,Toul Kork,"271 Avenue 1, Toul Kork",11.583239,104.953547,REST-0160,Burger King,Fast Food,American,1953,Cambodia,Phnom Penh,BKK1,55 Market Rd,11.554904,104.974906,3.4,2019,Yes,Apple Pie,American,3,2.67,0.72,8.01,0.95,0.74,WEEKEND10,8.22,2.16,1.67,0.32,1.78,0.45,0.19,8.96,4.71,3.51,0.26,39.17,Debit Card,Paid,RIDER-0022,Juan Malik,33,Yes,2.8,3.5,No,iOS,No,No
FP-000862,2024-10-02,22:11,Oct-2024,Wednesday,Delivered,CUST-00032,Kim Nguyen,+91224683417,New,Myanmar,Yangon,Bahan,"261 Street 19, Bahan",16.915624,96.143207,REST-0164,Dunkin',Cafe,Coffee,1950,Myanmar,Yangon,Sanchaung,106 Food Ave,16.848609,96.193563,3.9,2019,Yes,Bagel & Cream Cheese,Coffee,1,3.77,1.24,3.77,1.84,0.0,,5.61,1.24,0.61,0.14,0.98,0.2,0.13,5.61,2.56,3.05,1.26,54.37,Credit Card,Paid,RIDER-0093,Fatima Singh,43,No,4.9,3.9,No,Web,Yes,No
FP-001505,2024-10-03,18:09,Oct-2024,Thursday,Delivered,CUST-00341,Tariq Chaudhry,+64219032752,Returning,Philippines,Manila,BGC,"218 Lane 17, BGC",14.592525,121.030679,REST-0106,Nando's,Casual Dining,Chicken,1987,Philippines,Manila,Makati,84 Main St,14.587699,121.036603,4.1,2016,Yes,Grilled Chicken Wrap,Chicken,1,7.75,2.58,7.75,1.54,1.74,DINNER25,7.55,2.58,0.99,0.43,1.94,0.37,0.29,9.29,5.32,2.23,0.08,24.0,Cash on Delivery,Paid,RIDER-0156,Wei Costa,35,Yes,4.4,2.4,No,Android,No,No
FP-000148,2024-10-03,16:51,Oct-2024,Thursday,Delivered,CUST-00241,Hassan Liu,+81866990485,Loyal,Thailand,Chiang Mai,Nimman,"192 Lane 18, Nimman",18.777708,98.955721,REST-0066,The Burger Lab,Fast Food,American,2015,Thailand,Chiang Mai,Nimman,113 Main St,18.784973,98.974858,4.5,2017,No,Vanilla Milkshake,American,5,5.67,1.7,28.35,2.11,0.0,,30.46,8.5,4.54,0.57,1.78,0.89,0.69,30.46,11.74,18.72,4.1,61.46,Debit Card,Paid,RIDER-0109,Priya Silva,74,No,2.7,4.3,Yes,Android,No,No
FP-000834,2024-10-03,21:10,Oct-2024,Thursday,Delivered,CUST-00420,Reza Park,+83576676179,Returning,Malaysia,Penang,Georgetown,"39 Lane 14, Georgetown",5.434498,100.293413,REST-0100,Curry Kingdom,Casual Dining,Indian,2010,Malaysia,Penang,Georgetown,68 Park Lane,5.393501,100.322932,4.3,2019,No,Mango Lassi,Indian,3,4.45,1.43,13.35,1.73,0.0,LUNCHSPECIAL,15.08,4.29,2.8,0.37,2.3,0.49,0.4,15.08,7.45,7.63,1.77,50.6,Bank Transfer,Paid,RIDER-0111,Maria Chaudhry,25,Yes,3.1,2.4,Yes,Web,No,No
FP-002212,2024-10-03,11:38,Oct-2024,Thursday,Delivered,CUST-00279,John Park,+66645127678,New,Malaysia,Kuala Lumpur,KLCC,"12 Street 18, KLCC",3.125942,101.701602,REST-0087,Seoul Garden,Casual Dining,Korean,1983,Malaysia,Kuala Lumpur,KLCC,142 Park Lane,3.124779,101.714462,4.2,2020,Yes,Sundubu Jjigae,Korean,2,10.94,3.12,21.88,2.36,0.0,,24.24,6.24,4.05,0.21,1.01,0.69,0.47,24.24,8.15,16.09,4.97,66.38,FoodPanda Credits,Paid,RIDER-0125,Zara Santos,66,No,2.7,4.7,No,Android,No,No
FP-000775,2024-10-03,12:27,Oct-2024,Thursday,Delivered,CUST-00191,Mei Ahmed,+67534900128,Loyal,Singapore,Singapore,Orchard,"247 Street 20, Orchard",1.241735,103.827824,REST-0076,Seafood Bay,Casual Dining,Seafood,2006,Singapore,Singapore,Orchard,12 Main St,1.288534,103.834374,4.3,2022,No,Fish & Chips,Seafood,2,21.43,6.85,42.86,2.92,9.95,DINNER25,35.83,13.7,5.43,0.79,3.21,2.47,0.86,45.78,20.17,15.66,2.74,34.21,Cash on Delivery,Paid,RIDER-0074,Min Wang,72,No,3.8,2.5,No,Android,No,No
FP-003580,2024-10-03,19:12,Oct-2024,Thursday,Delivered,CUST-00128,Sofia Yamamoto,+73266140258,Returning,Philippines,Cebu,IT Park,"58 Block 11, IT Park",10.36302,123.933401,REST-0114,Crispy Wings,Fast Food,American,2016,Philippines,Cebu,Lahug,180 Food Ave,10.355091,123.942604,3.7,2018,No,Crispy Chicken Sandwich,American,3,7.14,1.99,21.42,0.56,0.0,FLASHDEAL,21.98,5.97,3.89,0.47,1.16,1.36,0.68,21.98,8.96,13.02,2.14,59.24,Credit Card,Paid,RIDER-0009,Hassan Chaudhry,24,Yes,3.0,3.1,No,Android,No,No
FP-002476,2024-10-03,13:52,Oct-2024,Thursday,Delivered,CUST-00273,Omar Tan,+71329987621,Returning,Pakistan,Lahore,Model Town,"193 Block 11, Model Town",31.475886,74.303064,REST-0015,McDonald's,Fast Food,American,1940,Pakistan,Lahore,Model Town,65 Food Ave,31.48489,74.319193,3.7,2019,Yes,Vanilla Milkshake,American,1,5.04,1.54,5.04,2.22,0.0,,7.26,1.54,0.78,0.28,2.19,0.27,0.18,7.26,4.28,2.98,0.44,41.05,Credit Card,Paid,RIDER-0081,Priya Liu,60,No,3.0,3.9,No,Web,No,No
FP-002653,2024-10-03,22:53,Oct-2024,Thursday,Delivered,CUST-00005,Carlos Ali,+70375919523,New,Pakistan,Karachi,DHA,"42 Avenue 19, DHA",24.832261,67.051247,REST-0007,Momo Magic,Fast Food,Nepalese,2017,Pakistan,Karachi,Clifton,85 Market Rd,24.882001,66.989519,3.8,2022,No,Chicken Momo 8pc,Nepalese,1,6.44,1.85,6.44,2.28,1.56,NEWUSER30,7.16,1.85,0.8,0.32,1.72,0.44,0.21,8.72,4.33,2.83,0.81,32.45,Cash on Delivery,Paid,RIDER-0069,Omar Patel,42,No,3.4,3.7,No,iOS,Yes,No
FP-000123,2024-10-04,09:40,Oct-2024,Friday,Late Delivered,CUST-00022,Min Lee,+74606244434,Returning,Singapore,Singapore,Tanjong Pagar,"113 Lane 20, Tanjong Pagar",1.274385,103.82321,REST-0074,Dunkin',Cafe,Coffee,1950,Singapore,Singapore,Tanjong Pagar,56 Commerce Blvd,1.275822,103.806333,4.6,2019,Yes,Caffe Latte,Coffee,1,9.29,2.74,9.29,1.24,0.0,,10.53,2.74,1.72,0.91,1.73,0.51,0.31,10.53,5.89,4.64,0.12,44.06,Cash on Delivery,Paid,RIDER-0050,Juan Lee,48,No,4.6,4.1,Yes,Android,No,No
FP-000469,2024-10-04,17:43,Oct-2024,Friday,Late Delivered,CUST-00545,Raj Wong,+88920772671,Returning,Malaysia,Kuala Lumpur,Mont Kiara,"112 Avenue 18, Mont Kiara",3.106596,101.710277,REST-0082,Falafel House,Fast Food,Middle Eastern,2014,Malaysia,Kuala Lumpur,KLCC,27 Food Ave,3.138307,101.723076,3.8,2018,No,Lentil Soup,Middle Eastern,2,6.06,1.88,12.12,0.84,0.0,PANDAPRO,12.96,3.76,1.66,0.3,2.5,0.83,0.31,12.96,7.39,5.57,-0.82,42.98,Credit Card,Paid,RIDER-0093,Fatima Singh,62,No,2.8,3.9,No,iOS,No,No
